   JOINT #   DIRECTION    Pound-mass(inch)
   -------   ---------     = LBf/386.08858

      8918       Y             0.287102
      9448       Y             0.200851
      9441       Y             0.800893
      6254       X             0.533586
      6254       Y             0.533586
      6254       Z             0.533586
      9440       Y             0.200851
      6249       X             0.267523
      6249       Y             0.267523
      6249       Z             0.267523
      9424       Y             0.817232
      6217       X             0.537960
      6217       Y             0.537960
      6217       Z             0.537960
      9423       Y             0.202497
      9432       Y             0.231821
      6211       X             0.269716
      6211       Y             0.269716
      6211       Z             0.269716
      6205       X             0.268438
      6205       Y             0.268438
      6205       Z             0.268438
      6243       X             0.266255
      6243       Y             0.266255
      6243       Z             0.266255
      6174       X             0.402571
      6174       Y             0.402571
      6174       Z             0.402571
      6197       X             0.268356
      6197       Y             0.268356
      6197       Z             0.268356
      6236       X             0.260390
      6236       Y             0.260390
      6236       Z             0.260390
      6198       X             0.268438
      6198       Y             0.268438
      6198       Z             0.268438
      6237       X             0.266255
      6237       Y             0.266255
      6237       Z             0.266255
      6199       X             0.268438
      6199       Y             0.268438
      6199       Z             0.268438
      6238       X             0.266255
      6238       Y             0.266255
      6238       Z             0.266255
      6244       X             0.266255
      6244       Y             0.266255
      6244       Z             0.266255
      5665       X             0.445413
      5665       Y             0.445413
      5665       Z             0.445413
      5679       X             0.455681
      5679       Y             0.455681
      5679       Z             0.455681
      5677       X             0.455681
      5677       Y             0.455681
      5677       Z             0.455681
      2883       X             0.320780
      2883       Y             0.320780
      2883       Z             0.320780
      2878       X             0.266255
      2878       Y             0.266255
      2878       Z             0.266255
      2873       X             0.266255
      2873       Y             0.266255
      2873       Z             0.266255
      6809       X             0.978544
      6809       Y             0.979357
      6809       Z             1.170526
      2868       X             0.266255
      2868       Y             0.266255
      2868       Z             0.266255
      6184       X             0.268417
      6184       Y             0.268417
      6184       Z             0.268417
      6179       X             0.134157
      6179       Y             0.134157
      6179       Z             0.134157
      6193       X             0.268438
      6193       Y             0.268438
      6193       Z             0.268438
      2863       X             0.266255
      2863       Y             0.266255
      2863       Z             0.266255
      2856       X             0.266255
      2856       Y             0.266255
      2856       Z             0.266255
      5681       X             0.454438
      5681       Y             0.454438
      5681       Z             0.454438
      6085       X             0.299583
      6085       Y             0.299583
      6085       Z             0.299583
      5680       X             0.455681
      5680       Y             0.455681
      5680       Z             0.455681
      5682       X             0.455681
      5682       Y             0.455681
      5682       Z             0.455681
      5667       X             0.445413
      5667       Y             0.445413
      5667       Z             0.445413
      5666       X             0.435146
      5666       Y             0.435146
      5666       Z             0.435146
      6156       X             0.529315
      6156       Y             0.529315
      6156       Z             0.529315
      6161       X             0.260253
      6161       Y             0.260253
      6161       Z             0.260253
      6167       X             0.127126
      6167       Y             0.127126
      6167       Z             0.127126
      6207       X             0.267974
      6207       Y             0.267974
      6207       Z             0.267974
      6122       X             0.274163
      6122       Y             0.274163
      6122       Z             0.274163
      6206       X             0.268437
      6206       Y             0.268437
      6206       Z             0.268437
      8874       Y             0.439361
      8919       Y             0.355665
      9766       Y             0.325929
      9769       Y             0.666697
      9799       X             0.410166
      9799       Y             0.410166
      9799       Z             0.410166
      9768       Y             0.429067
      3562       X             0.187653
      3562       Y             0.187653
      3562       Z             0.187653
      6223       X             1.669702
      6223       Y             1.667150
      6223       Z             1.390132
      6228       X             0.215540
      6228       Y             0.215540
      6228       Z             0.215540
      6233       X             0.266255
      6233       Y             0.266255
      6233       Z             0.266255
      7065       X             1.143417
      7065       Y             1.144268
      7065       Z             1.055320
      6714       X             0.929436
      6714       Y             0.930324
      6714       Z             1.105121
      5678       X             0.495455
      5678       Y             0.495455
      5678       Z             0.495455
      6084       X             0.340600
      6084       Y             0.340600
      6084       Z             0.340600
      6023       X             1.527276
      6023       Y             1.527275
      6023       Z             1.527275
      2240       X             0.266255
      2240       Y             0.266255
      2240       Z             0.266255
      2853       X             1.465656
      2853       Y             1.465656
      2853       Z             1.465656
      2854       X             0.266255
      2854       Y             0.266255
      2854       Z             0.266255
      2042       X             0.849341
      2042       Y             0.849341
      2042       Z             0.849341
      2041       X             0.540145
      2041       Y             0.540145
      2041       Z             0.540145
      6032       X             0.601159
      6032       Y             0.601159
      6032       Z             0.601159
      6028       X             0.463271
      6028       Y             0.463271
      6028       Z             0.463271
      2052       X             0.642582
      2052       Y             0.642582
      2052       Z             0.642582
      2244       X             0.266255
      2244       Y             0.266255
      2244       Z             0.266255
      6030       X             0.656064
      6030       Y             0.656064
      6030       Z             0.656064
      2023       X             0.458304
      2023       Y             0.458304
      2023       Z             0.458304
      2053       X             0.347823
      2053       Y             0.347823
      2053       Z             0.347823
      1676       X             0.276212
      1676       Y             0.276212
      1676       Z             0.276212
      1670       X             0.672371
      1670       Y             0.672371
      1670       Z             0.672371
      5534       X             0.679620
      5534       Y             0.679620
      5534       Z             0.679620
      1671       X             0.276199
      1671       Y             0.276199
      1671       Z             0.276199
      5537       X             0.874083
      5537       Y             0.874083
      5537       Z             0.874083
      1675       X             0.276199
      1675       Y             0.276199
      1675       Z             0.276199
      5553       X             0.679631
      5553       Y             0.679631
      5553       Z             0.679631
      2061       X             0.368283
      2061       Y             0.368283
      2061       Z             0.368283
      5555       X             0.641875
      5555       Y             0.641875
      5555       Z             0.641875
      2034       X             0.325313
      2034       Y             0.325313
      2034       Z             0.325313
      2062       X             0.368283
      2062       Y             0.368283
      2062       Z             0.368283
      2073       X             0.265982
      2073       Y             0.265982
      2073       Z             0.265982
      2074       X             0.208012
      2074       Y             0.208012
      2074       Z             0.208012
      2043       X             0.540145
      2043       Y             0.540145
      2043       Z             0.540145
      2044       X             0.540145
      2044       Y             0.540145
      2044       Z             0.540145
      1946       X             0.354312
      1946       Y             0.354312
      1946       Z             0.354312
      1952       X             0.463433
      1952       Y             0.463433
      1952       Z             0.463433
      2081       X             0.447423
      2081       Y             0.447423
      2081       Z             0.447423
      2011       X             0.607470
      2011       Y             0.607470
      2011       Z             0.607470
      1977       X             0.827711
      1977       Y             0.827711
      1977       Z             0.827711
      5559       X             0.496517
      5559       Y             0.496517
      5559       Z             0.496517
      2063       X             0.368283
      2063       Y             0.368283
      2063       Z             0.368283
      6891       X             0.597227
      6891       Y             0.597227
      6891       Z             0.597227
      4194       X             0.237932
      4194       Y             0.237932
      4194       Z             0.237932
      4811       X             0.259295
      4811       Y             0.259295
      4811       Z             0.259295
      6910       X             0.660555
      6910       Y             0.660555
      6910       Z             0.660555
      3135       X             0.305268
      3135       Y             0.305268
      3135       Z             0.305268
      5605       X             0.389229
      5605       Y             0.389229
      5605       Z             0.389229
      6479       X             0.248996
      6479       Y             0.248996
      6479       Z             0.248996
      5608       X             0.389224
      5608       Y             0.389224
      5608       Z             0.389224
      6478       X             1.091877
      6478       Y             1.091858
      6478       Z             1.091839
      5611       X             0.389206
      5611       Y             0.389206
      5611       Z             0.389206
      5759       X             1.356800
      5759       Y             1.356758
      5759       Z             1.356715
      5614       X             0.599321
      5614       Y             0.599321
      5614       Z             0.599321
      5721       X             0.514637
      5721       Y             0.514637
      5721       Z             0.514637
      5739       X             0.404428
      5739       Y             0.404428
      5739       Z             0.404428
       637       X             0.413396
       637       Y             0.413396
       637       Z             0.413396
       665       X             0.320260
       665       Y             0.320260
       665       Z             0.320260
       853       X             0.335294
       853       Y             0.335294
       853       Z             0.335294
       662       X             0.265982
       662       Y             0.265982
       662       Z             0.265982
       851       X             0.278468
       851       Y             0.278468
       851       Z             0.278468
      1679       X             0.276212
      1679       Y             0.276212
      1679       Z             0.276212
      1682       X             0.276212
      1682       Y             0.276212
      1682       Z             0.276212
      1685       X             0.276212
      1685       Y             0.276212
      1685       Z             0.276212
      1688       X             1.476356
      1688       Y             1.476356
      1688       Z             1.476356
      6890       X             0.108096
      6890       Y             0.108096
      6890       Z             0.108096
      4812       X             0.259295
      4812       Y             0.259295
      4812       Z             0.259295
      4193       X             0.186075
      4193       Y             0.186075
      4193       Z             0.186075
      6909       X             0.631622
      6909       Y             0.631622
      6909       Z             0.631622
      3139       X             0.550500
      3139       Y             0.550493
      3139       Z             0.550485
      2248       X             0.266255
      2248       Y             0.266255
      2248       Z             0.266255
      2252       X             0.133128
      2252       Y             0.133128
      2252       Z             0.133128
      3549       X             0.147255
      3549       Y             0.147255
      3549       Z             0.147255
      9878       X             0.363637
      9878       Y             0.363637
      9878       Z             0.363637
      6989       X             0.441998
      6989       Y             0.441998
      6989       Z             0.441998
      5852       X             0.790246
      5852       Y             0.790363
      5852       Z             0.790493
      6990       X             0.441996
      6990       Y             0.441996
      6990       Z             0.441996
      6671       X             0.591872
      6671       Y             0.591919
      6671       Z             0.591967
      6668       X             0.082311
      6668       Y             0.082311
      6668       Z             0.082311
      9903       X             0.366603
      9903       Y             0.366603
      9903       Z             0.366603
      6991       X             1.916795
      6991       Y             1.916795
      6991       Z             1.916795
      5864       X             1.996938
      5864       Y             1.996938
      5864       Z             1.996938
      5778       X             0.257057
      5778       Y             0.257057
      5778       Z             0.257057
      9787       Y             0.123556
      9447       Y             0.200748
      9439       Y             0.800483
      6255       X             0.533313
      6255       Y             0.533313
      6255       Z             0.533313
      9438       Y             0.200748
      6250       X             0.267386
      6250       Y             0.267386
      6250       Z             0.267386
      6245       X             0.266119
      6245       Y             0.266119
      6245       Z             0.266119
      9421       Y             0.811970
      6218       X             0.537959
      6218       Y             0.537959
      6218       Z             0.537959
      9422       Y             0.376424
      9431       Y             0.304770
      6212       X             0.269715
      6212       Y             0.269715
      6212       Z             0.269715
      6239       X             0.266255
      6239       Y             0.266255
      6239       Z             0.266255
      6234       X             0.266255
      6234       Y             0.266255
      6234       Z             0.266255
      6240       X             0.266119
      6240       Y             0.266119
      6240       Z             0.266119
      2882       X             0.320780
      2882       Y             0.320780
      2882       Z             0.320780
      2877       X             0.266255
      2877       Y             0.266255
      2877       Z             0.266255
      2872       X             0.266255
      2872       Y             0.266255
      2872       Z             0.266255
      2867       X             0.266255
      2867       Y             0.266255
      2867       Z             0.266255
      6810       X             0.978462
      6810       Y             0.979275
      6810       Z             1.170444
      2862       X             0.266255
      2862       Y             0.266255
      2862       Z             0.266255
      6157       X             0.531836
      6157       Y             0.531836
      6157       Z             0.531836
      6162       X             0.261492
      6162       Y             0.261492
      6162       Z             0.261492
      6168       X             0.127731
      6168       Y             0.127731
      6168       Z             0.127731
      6213       X             0.269250
      6213       Y             0.269250
      6213       Z             0.269250
      6123       X             0.275468
      6123       Y             0.275468
      6123       Z             0.275468
      9788       Y             0.164226
      9419       Y             0.704856
      6169       X             0.499583
      6169       Y             0.499583
      6169       Z             0.499583
      9420       Y             0.443555
      3563       X             0.187653
      3563       Y             0.187653
      3563       Z             0.187653
      6224       X             1.669702
      6224       Y             1.667150
      6224       Z             1.390132
      6229       X             0.215540
      6229       Y             0.215540
      6229       Z             0.215540
      7066       X             1.143417
      7066       Y             1.144268
      7066       Z             1.055320
      2851       X             1.465656
      2851       Y             1.465656
      2851       Z             1.465656
      2054       X             0.642582
      2054       Y             0.642582
      2054       Z             0.642582
      2852       X             0.266255
      2852       Y             0.266255
      2852       Z             0.266255
      2861       X             0.266255
      2861       Y             0.266255
      2861       Z             0.266255
      2082       X             0.467183
      2082       Y             0.467183
      2082       Z             0.467183
      2802       X             0.359371
      2802       Y             0.359371
      2802       Z             0.359371
      2083       X             0.265982
      2083       Y             0.265982
      2083       Z             0.265982
      2803       X             0.204601
      2803       Y             0.204601
      2803       Z             0.204601
      6033       X             0.293844
      6033       Y             0.293844
      6033       Z             0.293844
      6087       X             0.203113
      6087       Y             0.203113
      6087       Z             0.203113
      2085       X             0.265982
      2085       Y             0.265982
      2085       Z             0.265982
      2806       X             0.204601
      2806       Y             0.204601
      2806       Z             0.204601
      5989       X             1.319487
      5989       Y             1.319487
      5989       Z             1.319487
      6094       X             0.289816
      6094       Y             0.289816
      6094       Z             0.289816
      2024       X             0.458304
      2024       Y             0.458304
      2024       Z             0.458304
      2055       X             0.347823
      2055       Y             0.347823
      2055       Z             0.347823
      2056       X             0.642582
      2056       Y             0.642582
      2056       Z             0.642582
      2075       X             0.265982
      2075       Y             0.265982
      2075       Z             0.265982
      2045       X             0.540145
      2045       Y             0.540145
      2045       Z             0.540145
      1678       X             0.276199
      1678       Y             0.276199
      1678       Z             0.276199
      1668       X             0.672404
      1668       Y             0.672404
      1668       Z             0.672404
      5533       X             0.679653
      5533       Y             0.679653
      5533       Z             0.679653
      1669       X             0.276212
      1669       Y             0.276212
      1669       Z             0.276212
      5536       X             0.874124
      5536       Y             0.874124
      5536       Z             0.874124
      1674       X             0.276212
      1674       Y             0.276212
      1674       Z             0.276212
      5552       X             0.679653
      5552       Y             0.679653
      5552       Z             0.679653
      1677       X             0.276212
      1677       Y             0.276212
      1677       Z             0.276212
      5554       X             0.641895
      5554       Y             0.641895
      5554       Z             0.641895
      2036       X             0.325313
      2036       Y             0.325313
      2036       Z             0.325313
      5558       X             0.496540
      5558       Y             0.496540
      5558       Z             0.496540
      2037       X             0.325313
      2037       Y             0.325313
      2037       Z             0.325313
      2076       X             0.208012
      2076       Y             0.208012
      2076       Z             0.208012
      1947       X             0.354312
      1947       Y             0.354312
      1947       Z             0.354312
      2087       X             0.265982
      2087       Y             0.265982
      2087       Z             0.265982
      2808       X             0.204601
      2808       Y             0.204601
      2808       Z             0.204601
      2089       X             0.265982
      2089       Y             0.265982
      2089       Z             0.265982
      2810       X             0.204601
      2810       Y             0.204601
      2810       Z             0.204601
      1953       X             0.463433
      1953       Y             0.463433
      1953       Z             0.463433
      2064       X             0.368283
      2064       Y             0.368283
      2064       Z             0.368283
      2084       X             0.208012
      2084       Y             0.208012
      2084       Z             0.208012
      2012       X             0.213140
      2012       Y             0.213140
      2012       Z             0.213140
      6034       X             0.229916
      6034       Y             0.229916
      6034       Z             0.229916
      6036       X             0.235515
      6036       Y             0.235515
      6036       Z             0.235515
      1978       X             0.279292
      1978       Y             0.279292
      1978       Z             0.279292
      6038       X             0.152522
      6038       Y             0.152522
      6038       Z             0.152522
      2038       X             0.325313
      2038       Y             0.325313
      2038       Z             0.325313
      4197       X             0.221941
      4197       Y             0.221941
      4197       Z             0.221941
      6911       X             0.551599
      6911       Y             0.551599
      6911       Z             0.551599
      4195       X             0.215319
      4195       Y             0.215319
      4195       Z             0.215319
      2018       X             0.644046
      2018       Y             0.644046
      2018       Z             0.644046
      6938       X             0.785694
      6938       Y             0.785694
      6938       Z             0.785694
      4196       X             0.168390
      4196       Y             0.168390
      4196       Z             0.168390
       639       X             0.581879
       639       Y             0.581879
       639       Z             0.581879
      5598       X             0.638323
      5598       Y             0.638323
      5598       Z             0.638323
      6475       X             0.282806
      6475       Y             0.282806
      6475       Z             0.282806
       841       X             0.778462
       841       Y             0.778462
       841       Z             0.778462
      6477       X             1.130659
      6477       Y             1.130635
      6477       Z             1.130612
       842       X             0.777314
       842       Y             0.777314
       842       Z             0.777314
      5760       X             1.356784
      5760       Y             1.356758
      5760       Z             1.356731
       632       X             0.985439
       632       Y             0.985439
       632       Z             0.985439
      5720       X             0.584556
      5720       Y             0.584556
      5720       Z             0.584556
      5738       X             0.459374
      5738       Y             0.459374
      5738       Z             0.459374
       636       X             0.413396
       636       Y             0.413396
       636       Z             0.413396
       659       X             0.265982
       659       Y             0.265982
       659       Z             0.265982
       849       X             0.278468
       849       Y             0.278468
       849       Z             0.278468
       664       X             0.320260
       664       Y             0.320260
       664       Z             0.320260
       661       X             0.265982
       661       Y             0.265982
       661       Z             0.265982
       854       X             0.434383
       854       Y             0.434383
       854       Z             0.434383
       852       X             0.280407
       852       Y             0.280407
       852       Z             0.280407
       658       X             0.265982
       658       Y             0.265982
       658       Z             0.265982
       850       X             0.280407
       850       Y             0.280407
       850       Z             0.280407
      1681       X             0.276199
      1681       Y             0.276199
      1681       Z             0.276199
      1684       X             0.276199
      1684       Y             0.276199
      1684       Z             0.276199
      1687       X             1.646231
      1687       Y             1.646231
      1687       Z             1.646231
      4379       X             1.878828
      4379       Y             1.878828
      4379       Z             1.878828
      8717       X             0.679398
      8717       Y             0.679398
      8717       Z             0.679398
      8725       X             0.339695
      8725       Y             0.339695
      8725       Z             0.339695
      4367       X             0.175013
      4367       Y             0.175013
      4367       Z             0.175013
      1941       X             0.749172
      1941       Y             0.749172
      1941       Z             0.749172
      7808       X             0.771376
      7808       Y             0.771376
      7808       Z             0.771376
      3131       X             0.570509
      3131       Y             0.570499
      3131       Z             0.570488
      2058       X             0.677625
      2058       Y             0.677625
      2058       Z             0.677625
      3531       X             0.147255
      3531       Y             0.147255
      3531       Z             0.147255
      9880       X             0.397375
      9880       Y             0.397375
      9880       Z             0.397375
      6986       X             0.494870
      6986       Y             0.494870
      6986       Z             0.494870
      5854       X             0.763265
      5854       Y             0.763265
      5854       Z             0.763265
      6987       X             0.494868
      6987       Y             0.494868
      6987       Z             0.494868
      6669       X             0.591797
      6669       Y             0.591914
      6669       Z             0.592044
      3548       X             0.068155
      3548       Y             0.068155
      3548       Z             0.068155
      9899       X             0.410457
      9899       Y             0.410457
      9899       Z             0.410457
      6988       X             1.944931
      6988       Y             1.944931
      6988       Z             1.944931
      5810       X             2.039808
      5810       Y             2.039808
      5810       Z             2.039808
      5779       X             0.287783
      5779       Y             0.287783
      5779       Z             0.287783
      9446       Y             0.272612
      9436       Y             0.747317
      6139       X             0.337778
      6139       Y             0.337778
      6139       Z             0.337778
      9437       Y             0.275314
      6144       X             0.275468
      6144       Y             0.275468
      6144       Z             0.275468
      6143       X             0.274163
      6143       Y             0.274163
      6143       Z             0.274163
      6142       X             0.274163
      6142       Y             0.274163
      6142       Z             0.274163
      9417       Y             0.804764
      6219       X             0.537204
      6219       Y             0.537204
      6219       Z             0.537204
      9415       Y             0.474578
      9780       Y             0.251209
      9412       Y             0.444317
      6235       X             0.266119
      6235       Y             0.266119
      6235       Z             0.266119
      6230       X             0.215440
      6230       Y             0.215440
      6230       Z             0.215440
      6141       X             0.274163
      6141       Y             0.274163
      6141       Z             0.274163
      2881       X             0.320781
      2881       Y             0.320781
      2881       Z             0.320781
      2876       X             0.266255
      2876       Y             0.266255
      2876       Z             0.266255
      2871       X             0.266255
      2871       Y             0.266255
      2871       Z             0.266255
      2866       X             0.266255
      2866       Y             0.266255
      2866       Z             0.266255
      6807       X             0.978462
      6807       Y             0.979276
      6807       Z             1.170444
      6152       X             0.849288
      6152       Y             0.849288
      6152       Z             0.849288
      6163       X             0.521507
      6163       Y             0.521507
      6163       Z             0.521507
      6118       X             0.501637
      6118       Y             0.501637
      6118       Z             0.501637
      9416       Y             0.804594
      2059       X             0.668131
      2059       Y             0.668131
      2059       Z             0.668131
      6225       X             1.694163
      6225       Y             1.691611
      6225       Z             1.414593
      2785       X             0.696584
      2785       Y             0.696584
      2785       Z             0.696584
      2786       X             0.541427
      2786       Y             0.541427
      2786       Z             0.541427
      2019       X             0.458304
      2019       Y             0.458304
      2019       Z             0.458304
      2057       X             0.347823
      2057       Y             0.347823
      2057       Z             0.347823
      2789       X             0.541427
      2789       Y             0.541427
      2789       Z             0.541427
      2792       X             0.541427
      2792       Y             0.541427
      2792       Z             0.541427
      2804       X             0.415290
      2804       Y             0.415290
      2804       Z             0.415290
      2805       X             0.236438
      2805       Y             0.236438
      2805       Z             0.236438
      6088       X             0.206186
      6088       Y             0.206186
      6088       Z             0.206186
      2086       X             0.208012
      2086       Y             0.208012
      2086       Z             0.208012
      2807       X             0.236438
      2807       Y             0.236438
      2807       Z             0.236438
      5990       X             1.246672
      5990       Y             1.246672
      5990       Z             1.246672
      6095       X             0.306381
      6095       Y             0.306381
      6095       Z             0.306381
      2088       X             0.208012
      2088       Y             0.208012
      2088       Z             0.208012
      2809       X             0.236438
      2809       Y             0.236438
      2809       Z             0.236438
      2782       X             1.376143
      2782       Y             1.376143
      2782       Z             1.376143
      2077       X             0.265982
      2077       Y             0.265982
      2077       Z             0.265982
      2040       X             0.540145
      2040       Y             0.540145
      2040       Z             0.540145
      2078       X             0.208012
      2078       Y             0.208012
      2078       Z             0.208012
      2091       X             0.265982
      2091       Y             0.265982
      2091       Z             0.265982
      2812       X             0.204601
      2812       Y             0.204601
      2812       Z             0.204601
      1680       X             0.276212
      1680       Y             0.276212
      1680       Z             0.276212
      1649       X             0.601843
      1649       Y             0.601843
      1649       Z             0.601843
      5532       X             0.608332
      5532       Y             0.608332
      5532       Z             0.608332
      1650       X             0.247227
      1650       Y             0.247227
      1650       Z             0.247227
      2711       X             0.907540
      2711       Y             0.907540
      2711       Z             0.907540
      1652       X             0.247227
      1652       Y             0.247227
      1652       Z             0.247227
      5544       X             0.608320
      5544       Y             0.608320
      5544       Z             0.608320
      1654       X             0.247227
      1654       Y             0.247227
      1654       Z             0.247227
      5540       X             0.574525
      5540       Y             0.574525
      5540       Z             0.574525
      1656       X             0.247227
      1656       Y             0.247227
      1656       Z             0.247227
      2718       X             0.629855
      2718       Y             0.629855
      2718       Z             0.629855
      1942       X             0.354312
      1942       Y             0.354312
      1942       Z             0.354312
      1954       X             0.463433
      1954       Y             0.463433
      1954       Z             0.463433
      2090       X             0.208012
      2090       Y             0.208012
      2090       Z             0.208012
      2811       X             0.236438
      2811       Y             0.236438
      2811       Z             0.236438
      2092       X             0.208012
      2092       Y             0.208012
      2092       Z             0.208012
      2813       X             0.236438
      2813       Y             0.236438
      2813       Z             0.236438
      2065       X             0.368283
      2065       Y             0.368283
      2065       Z             0.368283
      2033       X             0.325313
      2033       Y             0.325313
      2033       Z             0.325313
      2013       X             0.213141
      2013       Y             0.213141
      2013       Z             0.213141
      1979       X             0.279292
      1979       Y             0.279292
      1979       Z             0.279292
      5985       X             1.253105
      5985       Y             1.253105
      5985       Z             1.253105
      5988       X             1.231756
      5988       Y             1.231756
      5988       Z             1.231756
      4200       X             0.274163
      4200       Y             0.274163
      4200       Z             0.274163
      4198       X             0.265982
      4198       Y             0.265982
      4198       Z             0.265982
      6282       X             0.263349
      6282       Y             0.263349
      6282       Z             0.263349
      6760       X             0.555186
      6760       Y             0.555186
      6760       Z             0.555186
      6271       X             0.520075
      6271       Y             0.520075
      6271       Z             0.520075
      4199       X             0.208012
      4199       Y             0.208012
      4199       Z             0.208012
      2079       X             0.320260
      2079       Y             0.320260
      2079       Z             0.320260
      9978       X             1.296306
      9978       Y             1.296306
      9978       Z             1.296306
      6270       X             0.215319
      6270       Y             0.215319
      6270       Z             0.215319
      9969       X             0.171963
      9969       Y             0.171963
      9969       Z             0.171963
      4368       X             0.307666
      4368       Y             0.307666
      4368       Z             0.307666
       640       X             0.274163
       640       Y             0.274163
       640       Z             0.274163
       672       X             0.521253
       672       Y             0.521253
       672       Z             0.521253
      5597       X             0.495026
      5597       Y             0.495026
      5597       Z             0.495026
       673       X             0.265982
       673       Y             0.265982
       673       Z             0.265982
      6472       X             0.316646
      6472       Y             0.316646
      6472       Z             0.316646
      5601       X             0.494961
      5601       Y             0.494961
      5601       Z             0.494961
      6473       X             1.169474
      6473       Y             1.169450
      6473       Z             1.169426
       844       X             0.280407
       844       Y             0.280407
       844       Z             0.280407
      5604       X             0.494938
      5604       Y             0.494938
      5604       Z             0.494938
       843       X             0.278468
       843       Y             0.278468
       843       Z             0.278468
      5761       X             1.376794
      5761       Y             1.376760
      5761       Z             1.376725
       649       X             0.895153
       649       Y             0.895153
       649       Z             0.895153
       633       X             0.413396
       633       Y             0.413396
       633       Z             0.413396
      5719       X             0.654481
      5719       Y             0.654481
      5719       Z             0.654481
       650       X             0.265982
       650       Y             0.265982
       650       Z             0.265982
      5737       X             0.514325
      5737       Y             0.514325
      5737       Z             0.514325
       635       X             0.413396
       635       Y             0.413396
       635       Z             0.413396
       656       X             0.265982
       656       Y             0.265982
       656       Z             0.265982
       847       X             0.278468
       847       Y             0.278468
       847       Z             0.278468
       655       X             0.265982
       655       Y             0.265982
       655       Z             0.265982
       848       X             0.280407
       848       Y             0.280407
       848       Z             0.280407
       663       X             0.320260
       663       Y             0.320260
       663       Z             0.320260
       660       X             0.265982
       660       Y             0.265982
       660       Z             0.265982
       657       X             0.265982
       657       Y             0.265982
       657       Z             0.265982
       638       X             0.500490
       638       Y             0.500490
       638       Z             0.500490
       654       X             0.265982
       654       Y             0.265982
       654       Z             0.265982
      1683       X             0.276212
      1683       Y             0.276212
      1683       Z             0.276212
      1686       X             1.646259
      1686       Y             1.646259
      1686       Z             1.646259
      4378       X             1.878807
      4378       Y             1.878807
      4378       Z             1.878807
      8708       X             0.679406
      8708       Y             0.679406
      8708       Z             0.679406
      9295       Y             1.321652
      9293       Y             1.321611
      4366       X             0.521028
      4366       Y             0.521028
      4366       Z             0.521028
      9297       Y             0.641124
      4884       X             0.874035
      4884       Y             0.874035
      4884       Z             0.874035
      4885       X             0.874064
      4885       Y             0.874064
      4885       Z             0.874064
      1948       X             0.895655
      1948       Y             0.895655
      1948       Z             0.895655
      6263       X             0.325313
      6263       Y             0.325313
      6263       Z             0.325313
      4813       X             0.547960
      4813       Y             0.547960
      4813       Z             0.547960
      2080       X             0.250460
      2080       Y             0.250460
      2080       Z             0.250460
      6257       X             0.580903
      6257       Y             0.580903
      6257       Z             0.580903
      7062       X             1.296254
      7062       Y             1.296254
      7062       Z             1.296254
      3132       X             0.590517
      3132       Y             0.590507
      3132       Z             0.590496
      6761       X             0.487252
      6761       Y             0.487740
      6761       Z             0.551599
      9868       X             0.278903
      9868       Y             0.278903
      9868       Z             0.278903
      6983       X             0.336272
      6983       Y             0.336272
      6983       Z             0.336272
      5846       X             0.750304
      5846       Y             0.750304
      5846       Z             0.750304
      6984       X             0.336287
      6984       Y             0.336287
      6984       Z             0.336287
      4083       X             0.650682
      4083       Y             0.650682
      4083       Z             0.650682
      3534       X             0.068168
      3534       Y             0.068168
      3534       Z             0.068168
      9908       X             0.278940
      9908       Y             0.278940
      9908       Z             0.278940
      6985       X             1.860549
      6985       Y             1.860549
      6985       Z             1.860549
      5813       X             2.082682
      5813       Y             2.082682
      5813       Z             2.082682
